CustomerId,CreditScore,Tenure
15772995,529,2
15765694,584,1
15659486,586,9
15568963,674,2
15703820,552,9
15569410,601,7
15632256,541,7
15724466,744,2
15777639,595,10
15802501,724,5
15778410,533,7
15670702,618,2
15704763,523,1
15645544,642,5
15757646,584,9
15701121,521,5
15796313,662,4
15815660,758,1
15602844,717,7
15636238,611,1
15770101,766,6
15645543,636,3
15596397,814,7
15770525,760,1
15684267,607,2
15689980,725,4
15633260,600,1
15756471,656,4
15721303,640,1
15802256,439,7
15725664,549,8
15674851,622,5
15701946,715,4
15748947,657,5
15673342,703,2
15601008,802,8
15771636,793,0
15642002,554,6
15693381,533,1
15607691,658,8
15589380,713,3
15603846,711,2
15753549,669,1
15725355,439,8
15773017,763,6
15625641,697,3
15776467,702,8
15746451,686,7
15777922,629,1
15606841,823,1
15757648,683,5
15677173,555,9
15764170,647,4
15610446,714,4
15612776,850,10
15794122,713,3
15774931,452,7
15779247,683,8
15707078,577,1
15605263,552,5
15607381,769,7
15683471,691,7
15605037,818,2
15576085,739,5
15770435,639,6
15592994,651,0
15624068,779,0
15595221,850,7
15637131,829,9
15613471,579,2
15583499,510,9
15752816,531,3
15804075,628,3
15800517,633,5
15712319,714,8
15797389,604,9
15621432,630,1
15779390,850,4
15711219,788,8
15770498,798,4
15678727,770,4
15573893,569,9
15740104,425,7
15792649,547,9
15605275,725,8
15572467,506,5
15738219,632,7
15600710,620,0
15804394,663,8
15694188,700,5
15583718,696,6
15802478,767,6
15619343,561,7
15758813,350,0
15761374,706,9
15569209,464,5
15788539,501,3
15747222,745,8
15769346,587,1
15699634,667,2
15589076,737,9
15812338,485,7
15758845,590,0
15685844,518,8
15583090,581,8
15587581,785,5
15633640,799,4
15573741,698,10
15633574,730,4
15711455,740,4
15570601,785,9
15690925,527,2
15709338,544,1
15780746,705,4
15681956,684,9
15778190,639,8
15786852,565,2
15726494,481,9
15641183,731,8
15805312,607,7
15636572,760,7
15632575,559,9
15740164,715,3
15574947,656,8
15597909,652,7
15782574,624,6
15734999,634,2
15706593,850,10
15766686,659,1
15590268,529,5
15763055,572,5
15664754,640,9
15643630,770,9
15641043,648,7
15768095,579,9
15811314,589,9
15669922,530,2
15707114,831,2
15670602,790,7
15713479,656,6
15663830,563,6
15566958,667,7
15680918,613,8
15663921,429,7
15716324,665,9
15796969,731,4
15574783,584,1
15773487,634,8
15802486,488,3
15783398,535,7
15649418,776,7
15604588,850,3
15735428,673,0
15629078,850,5
15806880,627,6
15754999,570,8
15781034,796,5
15622017,773,10
15705885,752,2
15677382,625,1
15566843,535,9
15608387,786,4
15810786,620,3
15626983,605,6
15773605,670,3
15811261,617,0
15590606,595,9
15576644,687,4
15750264,757,6
15741554,746,2
15769051,503,7
15812198,543,1
15699772,428,3
15744105,768,3
15739858,618,7
15723720,591,7
15638355,658,5
15805637,625,9
15629575,717,2
15586243,667,8
15757931,804,3
15716023,693,1
15647782,729,8
15716609,484,3
15623791,632,3
15627262,536,6
15652693,573,4
15586993,655,5
15815560,666,7
15584930,726,5
15799031,523,3
15810457,728,9
15697879,701,3
15594902,518,3
15799710,739,7
15659651,531,7
15645956,452,3
15651713,684,6
15737265,728,6
15687310,783,9
15607347,734,5
15698321,648,3
15657812,688,1
15569187,680,9
15681562,516,2
15615456,680,10
15589793,604,8
15781884,624,9
15675190,623,10
15600734,624,5
15779176,565,3
15605286,565,4
15674922,710,6
15737506,645,6
15780514,707,8
15623647,655,1
15668472,705,5
15692416,358,8
15771139,578,8
15738318,800,5
15772243,612,9
15638463,681,8
15598088,559,5
15693468,488,9
15671930,717,5
15762268,666,10
15780954,582,4
15700174,733,0
15635728,693,4
15679283,694,4
15591386,622,5
15694192,598,6
15585901,717,1
15792329,494,5
15635597,644,8
15775880,554,9
15630913,476,1
15756680,667,6
15587913,748,4
15737605,531,1
15627876,719,9
15772601,845,2
15758606,738,4
15657107,563,8
15622454,695,0
15775803,841,1
15570859,626,2
15748381,613,6
15787189,824,8
15666055,705,7
15617648,584,5
15755678,534,2
15624781,672,1
15779497,603,5
15567399,633,3
15613656,842,1
15734311,661,3
15657214,601,2
15799350,632,0
15729970,684,8
15725835,785,3
15745543,687,7
15727384,705,10
15666916,639,6
15732917,729,5
15612050,556,8
15726267,570,9
15780124,841,9
15742238,705,4
15679024,553,3
15715297,779,2
15633612,696,4
15602929,728,4
15696703,691,3
15756668,706,3
15565779,627,6
15795519,716,3
15761477,501,4
15731890,601,1
15633043,545,6
15752953,634,9
15603088,451,9
15606613,655,7
15635939,458,9
15666043,520,4
15746190,624,2
15591357,765,3
15658716,667,5
15679909,665,8
15634262,709,4
15799825,583,8
15756875,782,6
15678146,668,7
15710743,621,0
15595831,579,6
15626684,547,5
15709846,840,1
15635459,667,3
15642544,723,5
15566494,487,2
15655238,668,9
15733429,520,8
15814536,549,2
15771702,567,5
15723008,720,1
15797160,492,8
15792222,712,1
15644765,689,4
15610686,850,8
15730868,747,5
15705991,469,9
15577078,539,6
15679550,743,9
15787655,707,3
15668081,581,4
15747980,737,6
15710295,445,6
15724443,703,3
15571305,588,1
15569503,765,6
15581840,626,8
15772262,545,9
15767794,744,9
15629338,658,2
15790379,629,8
15750684,719,4
15697214,686,5
15711015,743,4
15573309,626,2
15805303,661,1
15741385,710,9
15780254,654,6
15744843,569,6
15815626,640,2
15784736,562,6
15813412,721,3
15809143,456,9
15617617,811,7
15779738,534,1
15668669,423,5
15687477,594,5
15578908,725,0
15687658,716,7
15615020,595,9
15608886,679,1
15602551,667,9
15672945,661,5
15757408,655,3
15806132,555,4
15813022,531,1
15673578,611,7
15757916,600,9
15689168,531,1
15769216,601,2
15593295,548,6
15804814,759,4
15778934,678,8
15802351,755,6
15630241,594,3
15719561,768,5
15615096,492,7
15659931,637,1
15714586,646,3
15634949,593,5
15589224,596,5
15795990,722,10
15603216,642,7
15631201,472,4
15686255,738,6
15746594,732,8
15718893,404,4
15671609,701,7
15652540,683,2
15774857,460,7
15791836,690,5
15651554,618,4
15583576,671,2
15732740,765,9
15723320,651,2
15603851,704,7
15777923,544,6
15735719,790,9
15703482,710,9
15605835,743,8
15664881,702,4
15757568,704,6
15792660,614,2
15599722,609,6
15726354,688,6
15610355,713,1
15704284,736,9
15621893,727,4
15588219,850,1
15688619,718,3
15765518,643,2
15616931,653,8
15758372,674,7
15782591,690,6
15612109,819,9
15613712,634,1
15639322,633,4
15594349,850,5
15574167,665,2
15811842,630,7
15648794,836,4
15771211,668,10
15588614,753,7
15630698,745,9
15694200,693,8
15721426,606,10
15725997,660,6
15762138,608,5
15750649,744,3
15685706,731,7
15641835,683,3
15586821,727,5
15569678,561,6
15793842,700,2
15667554,605,6
15794479,767,8
15585041,511,7
15780650,667,9
15780846,787,1
15805260,705,2
15621629,773,8
15662151,554,4
15747174,526,9
15651585,661,2
15649738,698,0
15633108,646,4
15769254,757,9
15704746,699,2
15637644,667,4
15609562,774,1
15787459,745,3
15762902,649,7
15738605,634,5
15724889,665,9
15730735,713,9
15689147,652,1
15730397,739,1
15762169,556,9
15589320,699,8
15799211,708,8
15798310,480,2
15609998,700,5
15583548,525,6
15761763,845,8
15764409,613,9
15710161,850,2
15735246,798,9
15791700,773,2
15670753,614,2
15573876,473,8
15770174,762,6
15641114,701,8
15682435,600,4
15751788,850,9
15672598,613,9
15762803,509,3
15812982,509,2
15597901,609,1
15731507,456,1
15809826,728,2
15764237,663,9
15769917,673,1
15641850,717,0
15770974,741,8
15803749,498,4
15684999,850,4
15770225,493,9
15627484,686,5
15610337,666,2
15752488,733,9
15610056,631,6
15806049,714,5
15736069,767,6
15763662,711,2
15615575,722,8
15691723,631,9
15774098,701,3
15750808,790,2
15744368,633,6
15610594,644,8
15756125,757,5
15623277,696,8
15795954,746,2
15671969,649,8
15791268,565,0
15713655,720,10
15633930,648,6
15712849,632,3
15639077,622,2
15808784,835,2
15648577,493,3
15670345,785,6
15633112,681,3
15714397,621,2
15780038,756,6
15756305,515,6
15578799,625,10
15800326,717,6
15785485,595,2
15783958,539,1
15727546,762,9
15739576,706,8
15631333,677,8
15604782,733,7
15589643,684,7
15585533,679,6
15681506,478,1
15630551,696,2
15698349,686,4
15776631,466,5
15762216,686,4
15623927,576,9
15681402,763,1
15586264,572,2
15594685,757,2
15812945,582,0
15734628,623,5
15629323,617,4
15666823,425,4
15777553,659,9
15613097,605,4
15622217,538,8
15703588,665,5
15570835,491,4
15679299,726,7
15808044,580,9
15579208,550,6
15684951,542,2
15667620,732,6
15582960,473,5
15590730,745,9
15763747,732,7
15778320,848,5
15642787,572,1
15624633,702,9
15766765,664,7
15783615,630,3
15640161,618,5
15619889,556,4
15579166,619,7
15789097,644,8
15674880,658,2
15778157,598,8
15779064,677,2
15801265,689,0
15589204,591,9
15664543,699,7
15582714,749,9
15797595,709,9
15614034,607,2
15763171,650,2
15647266,651,10
15757577,676,8
15736656,723,4
15635078,714,0
15680141,759,7
15576945,582,0
15602034,697,2
15732020,610,6
15611029,488,4
15621210,599,9
15569222,781,6
15664639,645,9
15724223,545,5
15644621,597,9
15756056,561,3
15700353,662,6
15624388,649,5
15627212,630,2
15648005,672,2
15681446,636,9
15775888,593,5
15749019,545,6
15709928,567,1
15784676,583,6
15748116,681,2
15612193,762,10
15762984,648,7
15613713,644,5
15664204,706,2
15639415,850,3
15806332,484,5
15614929,508,0
15695492,439,6
15635972,484,8
15616380,803,1
15581440,724,6
15654390,640,7
15660688,701,9
15806307,537,3
15647975,651,5
15595728,523,0
15735388,717,7
15788535,593,5
15765902,706,5
15642345,714,4
15641250,794,9
15706163,518,4
15746708,589,7
15775203,824,3
15787907,719,5
15646764,617,3
15678284,651,7
15726791,637,2
15813144,554,7
15669342,731,2
15710366,569,1
15614934,625,4
15588701,592,4
15665438,669,1
15644896,663,3
15670205,518,5
15635776,686,5
15791053,709,4
15644005,571,9
15796343,707,2
15751057,701,5
15623430,672,9
15682600,620,9
15769312,557,10
15708212,648,7
15650258,479,2
15604345,730,9
15578297,737,1
15671789,616,3
15726186,639,4
15764618,815,6
15730738,786,9
15637650,549,9
15606267,622,4
15625904,624,9
15654463,841,4
15774151,614,7
15693259,676,1
15642468,697,9
15758531,732,10
15728352,623,4
15637240,541,4
15595588,773,4
15778395,762,4
15711825,655,1
15599251,602,7
15570004,850,3
15656912,649,4
15657342,850,4
15716284,543,9
15672374,672,8
15732476,600,3
15747724,671,10
15633877,706,8
15672516,541,7
15607827,711,4
15751336,630,3
15646539,531,3
15756901,641,4
15809286,631,8
15759021,685,9
15725039,702,8
15579130,708,0
15754112,653,7
15735522,654,2
15613326,596,1
15739502,549,9
15670914,754,2
15604073,815,8
15806027,556,9
15574886,706,6
15707120,850,9
15800845,732,8
15603914,614,6
15722765,580,0
15783305,593,7
15574842,653,2
15607837,746,4
15714877,662,10
15782941,573,2
15630167,684,4
15759038,793,3
15661821,798,5
15728006,524,2
15712176,816,8
15689351,742,4
15782247,540,4
15769064,537,3
15718153,759,6
15613189,774,2
15661734,608,8
15592645,704,4
15768387,581,8
15792525,628,1
15586976,566,6
15790659,701,7
15691446,735,10
15772632,680,1
15706587,560,0
15572461,663,4
15654409,665,5
15568025,758,8
15715769,621,2
15667458,764,10
15567980,537,5
15679294,589,10
15606507,555,5
15578825,734,0
15619935,783,9
15636089,678,1
15727490,661,5
15591766,607,4
15641629,537,1
15813303,513,10
15756920,576,9
15726403,660,1
15592765,637,8
15704442,672,9
15641136,629,2
15725818,583,4
15612071,763,10
15719809,516,3
15716518,617,4
15742210,700,9
15630617,727,6
15720838,689,3
15595537,626,9
15623196,686,6
15679249,351,4
15693199,739,8
15661219,627,10
15617136,451,9
15760294,512,8
15652808,774,5
15657139,652,8
15803790,638,2
15764105,475,1
15672610,567,4
15766896,750,3
15587735,850,6
15659501,753,6
15745001,683,7
15651140,710,3
15571148,645,1
15776824,714,6
15633141,696,4
15764174,612,4
15778155,520,3
15715920,782,10
15671917,666,5
15666548,466,2
15625623,567,4
15748123,613,3
15648735,718,8
15634974,614,8
15713378,711,10
15753370,691,5
15782659,527,0
15583364,476,6
15625942,619,0
15720284,607,4
15679642,695,8
15628007,653,1
15661974,677,2
15689341,655,10
15607993,625,2
15693267,679,7
15769522,734,1
15755825,666,10
15598175,592,4
15744327,564,4
15798666,814,6
15577064,592,2
15759436,758,2
15690231,612,0
15751561,498,7
15739068,638,4
15758056,558,1
15742269,756,1
15726490,782,4
15738411,505,10
15727919,671,6
15709396,801,6
15654106,604,8
15621653,716,10
15598086,624,3
15752300,607,4
15658693,827,2
15631838,606,5
15803804,717,5
15578809,651,1
15752026,691,3
15723706,573,0
15752838,723,6
15569571,584,6
15769703,550,8
15679770,611,3
15791102,549,9
15655192,850,1
15709487,668,5
15687130,686,0
15755178,660,1
15634772,682,0
15617197,524,4
15631240,645,8
15784301,850,0
15631310,537,3
15756560,599,7
15732270,727,8
15739357,756,2
15771540,755,9
15567486,634,4
15714634,837,4
15727021,727,8
15650670,567,2
15711834,650,6
15729763,655,1
15646566,763,9
15645463,843,5
15672144,667,6
15596088,705,4
15614878,660,6
15635240,553,1
15775905,612,6
15700657,641,2
15611905,513,5
15652527,680,7
15785865,711,9
15645942,689,2
15688691,665,9
15592736,551,5
15673529,645,4
15724145,616,8
15704629,582,1
15597896,365,0
15731790,697,6
15634719,704,0
15703205,656,5
15567333,712,7
15754537,748,0
15612030,724,9
15573242,691,6
15601892,563,8
15663885,741,5
15701096,778,8
15710450,848,7
15790846,634,2
15658956,505,6
15755223,692,7
15787318,537,6
15737310,633,10
15763665,833,4
15668818,592,2
15765812,587,1
15704844,550,7
15744582,680,10
15616700,622,9
15683521,594,0
15583049,643,7
15643752,540,5
15620398,635,5
15715707,657,3
15814209,814,1
15733768,600,1
15755242,682,2
15729412,682,4
15746564,566,3
15588446,550,3
15665221,630,7
15640846,546,3
15700209,486,9
15658360,762,9
15602735,692,6
15724834,498,1
15800062,850,8
15685300,603,6
15760102,551,5
15787026,627,0
15653696,515,9
15788946,605,3
15600724,567,5
15574324,568,2
15707144,571,6
15775891,634,2
15711789,768,3
15600879,554,3
15681196,629,1
15716000,638,2
15766776,576,1
15680278,661,9
15688637,592,4
15591179,702,2
15677435,647,0
15698619,593,9
15581036,712,3
15622117,625,8
15599301,538,6
15581548,637,5
15586870,632,4
15735263,736,5
15765322,755,5
15582944,425,5
15687162,461,9
15644962,745,4
15612615,616,6
15813439,587,5
15604544,850,4
15761348,601,0
15785078,730,3
15759874,532,3
15643658,850,2
15713267,779,5
15737782,562,9
15815490,670,2
15679410,729,4
15756241,767,2
15688409,742,2
15742272,669,8
15717898,542,2
15769582,586,3
15635660,612,9
15576723,740,7
15591577,584,3
15582325,524,2
15693947,614,5
15760446,598,9
15611105,799,7
15630920,724,2
15574910,601,2
15756472,804,7
15682890,745,5
15641994,667,1
15733297,518,10
15767793,819,10
15725698,520,4
15813532,625,5
15576760,673,5
15732102,656,3
15739046,850,9
15631927,574,7
15672115,679,6
15618765,530,0
15679148,508,3
15728474,558,4
15636999,414,8
15754261,648,2
15629150,721,1
15736274,751,8
15627697,662,2
15721585,628,3
15639946,597,8
15792176,698,0
15699450,723,7
15729954,586,5
15600103,633,8
15786200,564,4
15797010,649,2
15670172,622,4
15627352,459,7
15622494,718,2
15585835,655,4
15595071,696,9
15628203,637,3
15667190,630,1
15780212,592,4
15766869,634,1
15775741,608,9
15628170,565,9
15701318,763,9
15710928,665,8
15682547,649,1
15631170,695,3
15648702,775,6
15783444,788,3
15809178,569,9
15806688,726,8
15576824,564,3
15675422,544,9
15681550,614,8
15812628,453,8
15597951,471,4
15807045,829,3
15581748,754,2
15770420,749,10
15608230,667,1
15730339,670,3
15712584,670,7
15592816,623,1
15641480,571,5
15708505,641,7
15791131,551,2
15618225,741,8
15644724,472,4
15662098,650,3
15723894,625,7
15787699,650,4
15687738,535,8
15576126,649,2
15658889,689,4
15667046,694,7
15669957,655,9
15655794,620,8
15599829,577,10
15753332,401,8
15671124,599,6
15767474,481,9
15720671,704,8
15626787,698,8
15774491,480,6
15579647,682,0
15625522,700,7
15765806,492,1
15566708,444,4
15668347,624,6
15575214,709,7
15591123,557,2
15573280,646,6
15589018,719,3
15654495,706,6
15597265,660,7
15733876,667,9
15677217,705,1
15747265,598,10
15713379,669,4
15730433,580,1
15693347,676,5
15715465,714,7
15680736,597,6
15610765,559,1
15650034,564,1
15782468,850,3
15685109,689,7
15776233,758,8
15761141,604,10
15781702,733,9
15790235,778,8
15641416,732,9
15775234,646,8
15659475,597,6
15642202,821,5
15771417,640,7
15585100,511,9
15700487,805,6
15726589,540,1
15747503,705,0
15595883,540,4
15663826,532,3
15742820,535,2
15624793,627,5
15597930,646,8
15665110,515,7
15770719,697,6
15731327,652,2
15576044,579,6
15775662,760,8
15646817,769,9
15596060,498,8
15723299,774,4
15636982,705,7
15751175,648,2
15618936,688,5
15787529,592,0
15780128,705,3
15615991,654,7
15757001,624,2
15595388,594,10
15699550,695,9
15581620,597,2
15600934,758,7
15738672,737,2
15721307,694,1
15619280,683,4
15768244,538,8
15806837,669,4
15643496,730,5
15813916,622,1
15626385,714,10
15603582,569,3
15764351,668,5
15667938,628,9
15576360,600,1
15628813,693,4
15584190,704,7
15716449,527,9
15759913,553,6
15701555,575,1
15758482,626,0
15758171,582,4
15680346,683,8
15649124,850,9
15812917,653,6
15768455,679,8
15703059,549,6
15646196,850,2
15585451,558,1
15714057,528,4
15748473,801,5
15785782,513,2
15693233,666,6
15757521,606,2
15812513,599,10
15674950,544,4
15678572,529,7
15713608,850,5
15579262,497,9
15610426,764,5
15776454,603,5
15771483,609,6
15648489,487,4
15646609,748,1
15693203,710,5
15813067,432,3
15769829,534,3
15662434,607,3
15773503,551,4
15705890,674,7
15711398,525,6
15752375,645,8
15659175,755,9
15597033,708,8
15590228,715,6
15631848,727,9
15654211,559,1
15707968,545,8
15594084,524,9
15651093,707,1
15798824,671,0
15671591,439,3
15707189,667,1
15733581,831,9
15641640,545,7
15585284,604,7
15617866,657,5
15667751,487,1
15669411,750,6
15789425,694,8
15570943,711,2
15685829,551,3
15721917,559,8
15776047,620,3
15716024,660,5
15675328,449,6
15604314,703,1
15658339,795,2
15630402,594,9
15689616,586,5
15774224,613,5
15701291,601,3
15719606,657,9
15644119,531,3
15646859,621,7
15606836,782,2
15664150,528,9
15624510,696,6
15810944,586,7
15668575,626,8
15603246,498,2
15804002,691,1
15728773,568,7
15598044,715,3
15694829,680,7
15600575,802,6
15727311,539,0
15570769,494,9
15606274,594,6
15746139,596,2
15704987,649,8
15628972,699,1
15697686,787,6
15733883,604,7
15617482,489,1
15704583,651,2
15621083,698,6
15649487,578,4
15736760,538,9
15714658,696,4
15599081,507,8
15705113,685,6
15631159,705,4
15792818,499,6
15633531,717,9
15744529,510,8
15669656,632,6
15581198,668,0
15729054,744,4
15573452,663,7
15776733,638,7
15724858,688,9
15713144,588,8
15690188,631,7
15689425,687,8
15671766,599,10
15782806,718,6
15764419,730,5
15591915,533,2
15772798,711,5
15792008,555,9
15715541,850,9
15639277,678,9
15798850,576,7
15776348,835,4
15727696,592,1
15793813,774,7
15694395,620,1
15764195,519,4
15744919,734,0
15671655,763,7
15654901,733,10
15649136,650,6
15775562,538,5
15807481,577,1
15642885,792,8
15789109,686,10
15814004,589,2
15673619,530,9
15595135,778,7
15583681,616,7
15605000,550,9
15718071,655,3
15679760,721,1
15654574,499,5
15577178,511,5
15595324,579,5
15756932,696,7
15726358,681,7
15595228,815,7
15782530,681,2
15592877,641,9
15651983,591,9
15746737,565,9
15774179,487,6
15667265,729,4
15655123,505,9
15595917,580,1
15668385,642,1
15709476,850,3
15711218,616,2
15798659,526,3
15663939,523,8
15694946,663,9
15631912,840,8
15768816,570,0
15682268,676,1
15684801,689,1
15636428,703,1
15809823,491,2
15699284,584,8
15786993,810,5
15709441,745,8
15710257,625,3
15582492,535,2
15575694,729,7
15756820,655,7
15766289,751,5
15593014,525,1
15584545,532,5
15675949,696,4
15672091,786,2
15801658,580,6
15706185,596,5
15789863,683,4
15720943,747,1
15697997,602,5
15665416,779,10
15660200,551,1
15619653,666,2
15773447,526,8
15739160,849,9
15689237,471,4
15679297,628,3
15591433,674,8
15642725,797,10
15701962,590,2
15811613,588,8
15741049,577,7
15724423,571,6
15574305,680,3
15678168,648,7
15697020,618,2
15610801,648,5
15745232,759,6
15722758,585,7
15792102,774,3
15675185,697,2
15801247,605,10
15725660,676,1
15638963,678,4
15800061,495,3
15578006,787,10
15668504,770,2
15687491,817,9
15610403,659,1
15741094,693,1
15807909,744,9
15666141,829,8
15617134,716,4
15783029,671,7
15622833,835,10
15746422,636,1
15750839,649,2
15749130,621,1
15779862,658,3
15767871,784,7
15679651,783,1
15576219,615,4
15699247,791,5
15619087,762,1
15605327,607,2
15610140,601,5
15791174,540,1
15602373,812,4
15762605,685,1
15598840,680,1
15744279,680,8
15670619,631,8
15599533,569,7
15757837,584,3
15697574,582,9
15578738,609,7
15762228,506,6
15614827,503,8
15789815,503,5
15579781,806,10
15587013,653,7
15570932,666,7
15794661,674,2
15581654,798,7
15644296,740,8
15614420,531,0
15609653,614,6
15594577,556,10
15584114,678,2
15673367,587,6
15685576,527,6
15774727,757,1
15694288,468,3
15603319,693,2
15759066,483,5
15814816,466,4
15724402,770,8
15571059,734,3
15674206,716,8
15715160,439,2
15730448,538,5
15662067,743,8
15779581,734,3
15662901,656,2
15689751,666,2
15667742,627,5
15738448,480,3
15680243,792,7
15745083,613,8
15708228,476,3
15628523,539,3
15708196,696,8
15735549,810,3
15809347,763,9
15660866,640,3
15766609,655,10
15654230,526,5
15794566,678,4
15800890,554,6
15697424,597,2
15724536,560,1
15735878,850,10
15707596,546,8
15657163,623,1
15622478,698,7
15779529,620,7
15636023,619,10
15582066,561,4
15666675,753,7
15732987,721,3
15789432,451,6
15663161,680,5
15694879,590,7
15593715,634,3
15575002,676,4
15622171,642,8
15795224,760,6
15685346,736,4
15691808,656,7
15721007,776,8
15794253,832,6
15694453,631,9
15813113,795,5
15614187,648,3
15619407,615,4
15646227,682,1
15660541,694,5
15753874,694,10
15617877,607,0
15772073,664,10
15701537,756,2
15736228,645,3
15780572,653,4
15769596,710,2
15586996,697,7
15722061,619,8
15638003,648,1
15775590,482,2
15730688,548,8
15753102,752,6
15810075,648,6
15723373,643,8
15795298,573,9
15584320,686,3
15724161,644,9
15750056,702,6
15609637,652,7
15794493,641,7
15569641,692,8
15815236,574,5
15811177,643,3
15680587,834,4
15672821,591,5
15767681,470,9
15600379,608,7
15801336,649,8
15721592,665,5
15581282,651,6
15746203,555,4
15583137,637,7
15680752,675,0
15688172,677,5
15791373,850,2
15589449,815,3
15692819,665,1
15727467,485,3
15734312,577,6
15764604,586,7
15613014,722,1
15759684,528,7
15609669,542,4
15685536,552,5
15750447,678,10
15663249,575,9
15638646,669,1
15734161,636,6
15631070,667,9
15761950,652,9
15649668,637,10
15713912,516,8
15586757,801,4
15596522,692,2
15625395,585,6
15760570,590,5
15566689,554,8
15725794,659,1
15673539,690,3
15705298,697,0
15675791,610,4
15747043,599,4
15736397,544,1
15678201,548,1
15720745,635,4
15637593,722,6
15598070,564,4
15787550,719,3
15603942,547,3
15733973,850,8
15596761,515,9
15652400,667,2
15717893,607,8
15622585,525,7
15733964,606,1
15753861,686,1
15747097,611,10
15594762,827,1
15667417,572,9
15684861,726,8
15742204,579,6
15623502,598,4
15774872,663,10
15611191,505,10
15674331,576,7
15619465,555,2
15575247,524,1
15695679,776,2
15713463,645,2
15785170,850,0
15796351,603,1
15639576,691,9
15693264,583,10
15589715,584,5
15769902,679,6
15587177,646,6
15814553,559,5
15601550,595,6
15664907,527,1
15612465,684,9
15810800,673,0
15665760,802,7
15588080,675,6
15776844,762,6
15717560,580,0
15629739,621,8
15729908,411,10
15716781,815,7
15646936,631,2
15768151,514,3
15579212,638,6
15721835,791,7
15800515,516,5
15591279,734,3
15587419,611,8
15750335,850,0
15699619,641,10
15606472,585,5
15778368,552,4
15671387,507,4
15573926,735,7
15709183,707,3
15577514,698,7
15778830,841,2
15768072,688,2
15768293,614,3
15654456,511,6
15807525,447,2
15574372,738,5
15671249,422,2
15779744,537,1
15624755,707,3
15611430,690,5
15774744,664,7
15629885,850,7
15708791,584,9
15793890,728,4
15646091,560,4
15596984,629,6
15800215,658,3
15577806,794,1
15749381,790,2
15683758,640,7
15670615,652,7
15715622,583,3
15707634,775,2
15806901,584,2
15775335,635,4
15724150,814,9
15627220,735,9
15672330,678,1
15668521,693,1
15807837,640,6
15592570,773,8
15748589,736,9
15635893,693,8
15757632,496,1
15691863,751,3
15706071,528,0
15654296,754,9
15755018,568,10
15594041,592,2
15670587,558,10
15724527,825,9
15801904,677,0
15658195,653,5
15630113,593,4
15784320,632,3
15676513,601,8
15574072,786,8
15633854,654,3
15618566,572,7
15733014,813,10
15753343,523,2
15746076,506,3
15608226,513,3
15605684,664,7
15638988,684,6
15628767,608,3
15737977,527,6
15758116,666,5
15575119,779,3
15625126,629,6
15567114,430,1
15672242,712,2
15681327,682,9
15802585,634,8
15740630,487,1
15815420,808,8
15711468,527,7
15799626,637,4
15659325,802,5
15651352,529,2
15684925,850,3
15657439,738,4
15574122,817,5
15720508,735,3
15599078,619,5
15702300,671,5
15660735,581,6
15671390,690,10
15647385,579,4
15739223,688,3
15631305,599,4
15809263,729,5
15640866,718,3
15775663,712,6
15631800,474,3
15654292,565,8
15648320,658,7
15726747,714,4
15694510,725,1
15572291,825,6
15603465,665,5
15685628,670,2
15792729,474,9
15767414,591,2
15568044,508,7
15751333,695,2
15623062,660,5
15713621,687,10
15670668,658,5
15750638,705,5
15747878,739,4
15726796,844,7
15754952,602,7
15652192,759,9
15681924,747,2
15763544,673,1
15764431,671,5
15684010,640,2
15648881,581,0
15733303,630,5
15643294,703,8
15749905,698,6
15625175,742,6
15643967,652,4
15578251,644,2
15772573,735,2
15733234,777,4
15721582,644,4
15628219,665,3
15571302,529,5
15637178,803,7
15601184,604,3
15629511,738,6
15570629,655,5
15665766,698,9
15693732,775,9
15765982,735,7
15582016,766,6
15798024,537,8
15588622,599,7
15724863,420,4
15618213,674,7
15780411,570,3
15725429,623,8
15600626,710,6
15668460,466,6
15576263,759,5
15720354,581,4
15691624,820,2
15793196,759,9
15633352,628,6
15750874,676,3
15588923,591,4
15715745,690,5
15611800,624,7
15576928,573,2
15793693,694,9
15581252,632,7
15797760,632,3
15790564,832,9
15593736,598,7
15595937,430,1
15815628,711,8
15782802,582,6
15627412,605,3
15734609,657,2
15710689,578,6
15565806,532,9
15815530,612,10
15632272,792,2
15684103,674,10
15654519,680,1
15767722,593,0
15654346,679,1
15660147,493,8
15814998,688,5
15802207,769,4
15658668,581,10
15715079,465,9
15570360,641,4
15674678,731,9
15780925,625,1
15688193,468,3
15778219,790,5
15696514,587,6
15712303,692,4
15719090,676,4
15735632,571,8
15619436,700,3
15722404,445,3
15662063,746,7
15745605,722,2
15636658,596,2
15784130,850,8
15606755,597,4
15801699,436,5
15784097,660,1
15764654,649,9
15612092,646,8
15610903,560,5
15705777,710,10
15661936,513,3
15700864,607,0
15722965,757,3
15737521,619,9
15814465,612,1
15580988,842,8
15789974,713,6
15713370,657,8
15748673,770,9
15754919,773,10
15641662,470,5
15813422,781,4
15713596,428,1
15791216,600,8
15689031,697,7
15763704,692,2
15631339,791,4
15771509,538,1
15769586,820,1
15656096,679,3
15585280,649,2
15743582,632,3
15761692,594,9
15627840,682,0
15778861,720,6
15770554,769,4
15806956,746,1
15701908,623,7
15736990,537,3
15743714,468,7
15807993,588,0
15644686,729,9
15677377,543,3
15626412,499,6
15643679,784,2
15728456,604,3
15630661,614,10
15734044,671,7
15705001,587,3
15809817,593,10
15809137,453,6
15751593,570,6
