CustomerId,CreditScore,NumOfProducts,HasCrCard,IsActiveMember,Exited
15613713,644,1,1,1,0
15664204,706,2,1,1,0
15639415,850,1,1,0,0
15806332,484,2,1,1,0
15614929,508,2,1,0,0
15695492,439,1,1,0,0
15635972,484,2,1,0,0
15616380,803,2,0,0,0
15581440,724,2,1,1,1
15654390,640,1,1,0,1
15660688,701,2,0,0,0
15806307,537,2,1,1,0
15647975,651,1,0,0,0
15595728,523,1,0,0,1
15735388,717,2,1,0,0
15788535,593,1,1,0,0
15765902,706,2,1,1,0
15642345,714,1,1,0,1
15641250,794,1,1,0,0
15706163,518,1,0,0,1
15746708,589,1,1,0,1
15775203,824,1,0,0,0
15787907,719,3,1,0,1
15646764,617,2,1,0,1
15678284,651,3,1,0,1
15726791,637,1,1,1,1
15813144,554,2,1,0,0
15669342,731,2,1,0,0
15710366,569,1,1,1,1
15614934,625,1,1,0,0
15588701,592,2,1,0,0
15665438,669,1,0,1,0
15644896,663,1,1,1,0
15670205,518,1,1,0,0
15635776,686,2,1,1,0
15791053,709,1,1,1,1
15644005,571,2,0,1,0
15796343,707,2,0,0,0
15751057,701,1,0,0,0
15623430,672,2,1,0,0
15682600,620,1,1,0,1
15769312,557,2,1,1,0
15708212,648,1,1,0,1
15650258,479,1,1,0,0
15604345,730,1,1,1,0
15578297,737,1,1,0,1
15671789,616,2,1,0,0
15726186,639,2,1,0,0
15764618,815,1,1,1,0
15730738,786,2,1,1,0
15637650,549,2,0,1,0
15606267,622,1,1,1,0
15625904,624,2,0,0,0
15654463,841,2,1,0,0
15774151,614,1,0,0,1
15693259,676,1,1,1,0
15642468,697,2,0,0,0
15758531,732,2,1,0,0
15728352,623,1,0,0,0
15637240,541,2,1,0,0
15595588,773,2,0,1,0
15778395,762,2,1,0,1
15711825,655,2,1,0,0
15599251,602,2,1,0,0
15570004,850,2,1,0,0
15656912,649,1,1,1,0
15657342,850,1,1,0,1
15716284,543,2,1,1,0
15672374,672,1,0,0,1
15732476,600,2,0,1,0
15747724,671,1,1,0,0
15633877,706,1,1,1,0
15672516,541,2,1,0,0
15607827,711,2,1,1,0
15751336,630,2,0,1,0
15646539,531,1,1,0,0
15756901,641,2,0,1,0
15809286,631,2,0,0,1
15759021,685,1,1,0,0
15725039,702,1,1,1,0
15579130,708,1,1,0,1
15754112,653,2,1,1,0
15735522,654,2,0,0,0
15613326,596,1,1,0,0
15739502,549,2,1,1,0
15670914,754,2,1,0,0
15604073,815,1,1,1,0
15806027,556,1,1,0,1
15574886,706,1,1,1,0
15707120,850,1,1,0,0
15800845,732,1,1,1,0
15603914,614,1,1,1,1
15722765,580,1,0,1,0
15783305,593,1,1,0,0
15574842,653,3,1,1,0
15607837,746,1,1,1,0
15714877,662,2,1,0,0
15782941,573,2,1,1,0
15630167,684,1,1,1,0
15759038,793,1,1,0,0
15661821,798,1,1,1,1
15728006,524,1,1,0,0
15712176,816,2,1,1,0
15689351,742,1,0,1,1
15782247,540,3,1,1,1
15769064,537,1,1,0,1
15718153,759,1,1,1,0
15613189,774,1,1,0,1
15661734,608,2,1,0,0
15592645,704,2,0,0,0
15768387,581,2,0,0,0
15792525,628,1,1,1,1
15586976,566,1,1,0,1
15790659,701,2,0,1,0
15691446,735,2,1,1,0
15772632,680,2,1,0,0
15706587,560,2,0,1,0
15572461,663,2,0,0,0
15654409,665,1,1,1,0
15568025,758,1,1,1,0
15715769,621,1,0,1,0
15667458,764,1,1,0,0
15567980,537,1,0,1,1
15679294,589,2,1,0,0
15606507,555,2,1,0,0
15578825,734,1,1,0,0
15619935,783,1,1,1,0
15636089,678,1,0,0,1
15727490,661,1,0,1,1
15591766,607,1,0,1,0
15641629,537,2,0,1,0
15813303,513,2,1,1,0
15756920,576,1,0,0,1
15726403,660,1,1,0,1
15592765,637,1,1,1,0
15704442,672,4,1,1,1
15641136,629,2,0,1,0
15725818,583,1,1,1,0
15612071,763,1,0,1,0
15719809,516,2,0,0,0
15716518,617,2,0,0,0
15742210,700,1,1,1,0
15630617,727,1,1,1,1
15720838,689,1,0,1,0
15595537,626,2,1,0,0
15623196,686,1,1,1,0
15679249,351,1,1,0,1
15693199,739,2,1,0,1
15661219,627,2,1,0,0
15617136,451,1,1,1,0
15760294,512,1,1,0,1
15652808,774,1,1,0,0
15657139,652,2,0,1,0
15803790,638,2,1,1,0
15764105,475,2,1,0,0
15672610,567,1,0,0,0
15766896,750,2,1,0,0
15587735,850,1,1,1,0
15659501,753,1,0,1,0
15745001,683,2,1,0,0
15651140,710,1,1,0,0
15571148,645,2,0,0,0
15776824,714,1,1,1,0
15633141,696,1,1,0,0
15764174,612,2,1,1,0
15778155,520,1,1,1,1
15715920,782,1,1,1,0
15671917,666,1,1,1,0
15666548,466,3,1,0,1
15625623,567,2,0,1,0
15748123,613,2,1,1,0
15648735,718,2,1,1,0
15634974,614,4,0,1,1
15713378,711,2,0,0,0
15753370,691,1,1,0,0
15782659,527,1,1,0,0
15583364,476,1,0,0,0
15625942,619,2,0,0,0
15720284,607,1,0,0,0
15679642,695,2,1,1,0
15628007,653,2,0,0,0
15661974,677,1,1,1,0
15689341,655,4,1,0,1
15607993,625,1,1,1,0
15693267,679,1,1,0,0
15769522,734,1,1,1,0
15755825,666,2,1,0,0
15598175,592,2,1,0,0
15744327,564,1,1,0,1
15798666,814,2,1,1,0
15577064,592,2,1,0,0
15759436,758,3,1,1,1
15690231,612,2,1,1,0
15751561,498,1,1,0,1
15739068,638,2,1,1,0
15758056,558,2,0,0,0
15742269,756,2,1,0,0
15726490,782,1,1,1,1
15738411,505,1,0,1,0
15727919,671,2,0,0,0
15709396,801,2,1,1,0
15654106,604,2,0,1,0
15621653,716,1,1,1,0
15598086,624,1,1,0,1
15752300,607,1,1,1,0
15658693,827,2,0,1,0
15631838,606,2,0,1,0
15803804,717,1,1,0,0
15578809,651,2,0,0,1
15752026,691,1,0,1,1
15723706,573,1,1,0,0
15752838,723,2,1,1,0
15569571,584,2,1,0,1
15769703,550,1,0,0,1
15679770,611,4,0,1,1
15791102,549,3,1,1,1
15655192,850,2,0,1,0
15709487,668,2,0,0,0
15687130,686,1,1,1,0
15755178,660,3,1,1,1
15634772,682,1,0,1,0
15617197,524,2,1,1,1
15631240,645,2,1,1,1
15784301,850,2,1,0,0
15631310,537,1,1,1,0
15756560,599,2,1,0,0
15732270,727,1,1,1,1
15739357,756,1,0,0,0
15771540,755,1,1,0,0
15567486,634,2,1,1,0
15714634,837,2,1,0,0
15727021,727,2,1,1,0
15650670,567,2,1,0,0
15711834,650,1,0,0,1
15729763,655,1,1,1,0
15646566,763,1,0,1,0
15645463,843,2,1,1,0
15672144,667,1,1,1,1
15596088,705,2,0,1,0
15614878,660,1,1,1,0
15635240,553,2,0,0,0
15775905,612,1,1,1,1
15700657,641,1,1,0,0
15611905,513,1,1,0,0
15652527,680,1,0,1,0
15785865,711,2,1,1,0
15645942,689,2,1,1,0
15688691,665,2,0,1,1
15592736,551,1,1,0,1
15673529,645,2,1,0,0
15724145,616,1,1,0,0
15704629,582,1,0,1,0
15597896,365,1,1,0,1
15731790,697,1,1,1,1
15634719,704,2,1,0,0
15703205,656,2,1,1,0
15567333,712,2,1,0,0
15754537,748,1,0,0,0
15612030,724,2,1,1,0
15573242,691,1,1,1,0
15601892,563,2,0,1,0
15663885,741,1,1,1,0
15701096,778,1,1,0,0
15710450,848,1,1,1,0
15790846,634,1,1,1,0
15658956,505,2,1,1,0
15755223,692,2,0,0,0
15787318,537,1,1,0,1
15737310,633,1,1,0,0
15763665,833,2,0,0,0
15668818,592,1,1,1,0
15765812,587,2,1,1,0
15704844,550,1,0,1,0
15744582,680,3,1,0,1
15616700,622,2,1,1,0
15683521,594,2,1,0,0
15583049,643,1,0,1,0
15643752,540,1,1,0,0
15620398,635,2,1,0,0
15715707,657,2,1,1,0
15814209,814,1,1,0,0
15733768,600,1,1,1,0
15755242,682,1,1,1,0
15729412,682,1,1,1,0
15746564,566,1,1,1,0
15588446,550,2,0,0,0
15665221,630,2,0,1,0
15640846,546,4,1,0,1
15700209,486,1,1,1,0
15658360,762,2,0,0,0
15602735,692,4,0,1,1
15724834,498,2,0,0,0
15800062,850,1,0,0,1
15685300,603,2,1,0,0
15760102,551,1,1,0,0
15787026,627,2,1,1,0
15653696,515,2,0,0,0
15788946,605,1,0,0,0
15600724,567,1,1,0,0
15574324,568,2,0,1,0
15707144,571,2,1,0,0
15775891,634,1,1,1,1
15711789,768,1,0,0,1
15600879,554,2,1,0,0
15681196,629,1,1,1,0
15716000,638,2,1,1,0
15766776,576,1,1,1,0
15680278,661,1,1,0,1
15688637,592,2,1,1,0
15591179,702,2,1,1,0
15677435,647,2,1,0,0
15698619,593,2,1,1,0
15581036,712,2,1,0,1
15622117,625,2,1,0,0
15599301,538,1,0,1,0
15581548,637,1,1,0,0
15586870,632,1,1,1,0
15735263,736,1,0,1,0
15765322,755,2,1,1,0
15582944,425,2,1,0,0
15687162,461,1,0,0,1
15644962,745,1,1,1,0
15612615,616,2,1,0,0
15813439,587,1,1,0,0
15604544,850,2,0,1,0
15761348,601,2,1,0,0
15785078,730,1,1,0,0
15759874,532,1,1,0,1
15643658,850,2,1,0,0
15713267,779,2,0,1,0
15737782,562,1,1,1,0
15815490,670,3,0,0,1
15679410,729,1,1,0,1
15756241,767,1,1,1,0
15688409,742,1,1,0,1
15742272,669,1,0,0,1
15717898,542,1,0,1,0
15769582,586,2,1,1,0
15635660,612,1,1,0,1
15576723,740,2,1,1,0
15591577,584,1,1,1,0
15582325,524,1,1,0,1
15693947,614,2,1,0,0
15760446,598,1,0,1,1
15611105,799,2,0,1,0
15630920,724,2,0,0,0
15574910,601,1,1,0,0
15756472,804,1,1,0,0
15682890,745,2,1,1,0
15641994,667,1,1,0,1
15733297,518,1,1,1,0
15767793,819,2,1,0,0
15725698,520,1,1,1,0
15813532,625,2,1,0,0
15576760,673,2,0,0,0
15732102,656,2,1,0,0
15739046,850,1,0,1,0
15631927,574,2,0,0,0
15672115,679,2,1,1,0
15618765,530,1,0,1,0
15679148,508,2,0,0,0
15728474,558,1,1,1,0
15636999,414,1,0,1,1
15754261,648,2,1,0,0
15629150,721,2,1,0,0
15736274,751,2,0,0,0
15627697,662,2,0,1,0
15721585,628,2,0,1,0
15639946,597,3,1,0,1
15792176,698,1,1,1,0
15699450,723,2,1,1,0
15729954,586,3,1,0,1
15600103,633,1,1,1,0
15786200,564,2,1,0,0
15797010,649,2,1,0,0
15670172,622,1,0,1,0
15627352,459,1,1,0,1
15622494,718,2,0,0,0
15585835,655,2,1,0,0
15595071,696,1,1,1,0
15628203,637,1,0,0,0
15667190,630,1,1,1,0
15780212,592,1,0,0,0
15766869,634,2,1,1,0
15775741,608,2,1,1,0
15628170,565,1,1,0,0
15701318,763,1,0,1,0
15710928,665,1,1,1,0
15682547,649,1,0,1,0
15631170,695,2,1,1,0
15648702,775,2,1,1,0
15783444,788,1,0,1,0
15809178,569,1,1,0,1
15806688,726,3,0,1,1
15576824,564,3,1,1,1
15675422,544,1,1,1,0
15681550,614,1,1,1,0
15812628,453,1,1,0,0
15597951,471,1,1,1,0
15807045,829,1,0,0,0
15581748,754,2,1,1,0
15770420,749,2,1,1,0
15608230,667,2,1,0,0
15730339,670,1,0,0,0
15712584,670,2,1,1,0
15592816,623,1,1,0,1
15641480,571,1,1,0,0
15708505,641,2,0,1,0
15791131,551,1,1,0,0
15618225,741,2,1,0,0
15644724,472,2,0,1,0
15662098,650,3,0,0,1
15723894,625,1,0,0,0
15787699,650,1,1,1,0
15687738,535,2,1,0,0
15576126,649,1,1,1,0
15658889,689,1,1,0,1
15667046,694,1,1,0,0
15669957,655,1,1,1,0
15655794,620,2,1,1,0
15599829,577,2,1,1,0
15753332,401,1,1,0,1
15671124,599,1,1,1,0
15767474,481,3,1,1,1
15720671,704,2,1,1,0
15626787,698,1,0,0,1
15774491,480,2,0,0,0
15579647,682,1,1,1,0
15625522,700,2,0,1,0
15765806,492,1,1,1,0
15566708,444,2,1,0,1
15668347,624,2,0,0,0
15575214,709,1,1,0,0
15591123,557,1,1,1,0
15573280,646,2,1,1,0
15589018,719,2,1,1,0
15654495,706,1,1,1,0
15597265,660,2,0,1,0
15733876,667,2,1,1,0
15677217,705,1,1,1,0
15747265,598,1,1,1,0
15713379,669,2,1,1,0
15730433,580,1,1,0,1
15693347,676,2,1,1,0
15715465,714,1,1,0,0
15680736,597,2,1,1,0
15610765,559,2,0,0,0
15650034,564,1,1,1,0
15782468,850,2,1,1,1
15685109,689,2,0,0,0
15776233,758,1,1,0,1
15761141,604,2,1,1,0
15781702,733,2,0,1,0
15790235,778,2,1,1,0
15641416,732,2,1,1,1
15775234,646,2,0,0,0
15659475,597,2,0,0,0
15642202,821,2,0,1,0
15771417,640,1,0,0,1
15585100,511,1,1,0,1
15700487,805,3,1,0,1
15726589,540,1,1,0,0
15747503,705,1,1,0,1
15595883,540,1,1,1,0
15663826,532,1,1,1,0
15742820,535,2,0,1,0
15624793,627,1,1,0,0
15597930,646,1,0,0,1
15665110,515,1,0,1,0
15770719,697,1,1,1,0
15731327,652,2,0,1,0
15576044,579,1,1,0,0
15775662,760,1,1,0,0
15646817,769,2,1,0,0
15596060,498,1,1,1,0
15723299,774,1,1,1,1
15636982,705,1,1,1,0
15751175,648,2,1,1,0
15618936,688,1,1,0,1
15787529,592,1,1,0,1
15780128,705,2,1,0,0
15615991,654,1,1,1,0
15757001,624,2,1,1,0
15595388,594,2,1,1,0
15699550,695,2,1,1,0
15581620,597,3,1,1,0
15600934,758,1,1,0,1
15738672,737,2,1,0,0
15721307,694,2,1,0,0
15619280,683,2,1,0,0
15768244,538,2,1,1,0
15806837,669,1,1,0,0
15643496,730,2,1,0,0
15813916,622,1,1,1,0
15626385,714,2,1,1,0
15603582,569,1,1,0,0
15764351,668,1,0,1,0
15667938,628,2,1,1,0
15576360,600,1,1,1,0
15628813,693,1,1,0,0
15584190,704,2,0,1,0
15716449,527,1,0,0,0
15759913,553,2,1,1,0
15701555,575,2,0,1,0
15758482,626,2,0,0,0
15758171,582,1,1,1,0
15680346,683,1,1,0,0
15649124,850,1,0,0,0
15812917,653,2,1,1,0
15768455,679,2,1,1,0
15703059,549,1,0,1,0
15646196,850,2,0,0,0
15585451,558,1,1,1,0
15714057,528,2,1,0,0
15748473,801,2,1,0,0
15785782,513,1,1,1,1
15693233,666,2,1,1,0
15757521,606,1,0,1,0
15812513,599,1,1,0,1
15674950,544,2,1,0,0
15678572,529,2,1,0,1
15713608,850,2,1,1,0
15579262,497,1,0,0,0
15610426,764,1,0,1,0
15776454,603,1,1,0,1
15771483,609,2,1,1,0
15648489,487,1,1,1,1
15646609,748,1,0,0,0
15693203,710,2,1,1,0
15813067,432,1,1,0,1
15769829,534,2,0,1,0
15662434,607,2,0,0,0
15773503,551,2,1,0,0
15705890,674,1,1,0,0
15711398,525,2,1,0,0
15752375,645,1,0,0,0
15659175,755,2,1,0,0
15597033,708,1,1,1,0
15590228,715,1,1,1,0
15631848,727,1,1,1,0
15654211,559,1,0,1,0
15707968,545,2,1,0,1
15594084,524,2,1,0,0
15651093,707,2,0,1,0
15798824,671,2,1,0,0
15671591,439,4,1,0,1
15707189,667,1,1,1,0
15733581,831,1,1,0,0
15641640,545,1,1,0,0
15585284,604,1,1,1,0
15617866,657,2,1,1,0
15667751,487,1,1,0,0
15669411,750,1,1,0,1
15789425,694,2,1,0,1
15570943,711,1,1,1,0
15685829,551,2,1,1,0
15721917,559,1,1,1,0
15776047,620,2,0,1,0
15716024,660,2,1,0,0
15675328,449,2,1,0,0
15604314,703,1,1,0,0
15658339,795,2,1,1,0
15630402,594,1,0,1,0
15689616,586,1,0,0,0
15774224,613,2,1,0,0
15701291,601,2,1,0,0
15719606,657,2,0,0,0
15644119,531,1,1,1,0
15646859,621,1,1,1,0
15606836,782,1,0,1,0
15664150,528,2,1,0,0
15624510,696,1,1,0,1
15810944,586,2,1,0,0
15668575,626,3,0,1,1
15603246,498,2,1,1,0
15804002,691,1,1,1,0
15728773,568,2,1,1,0
15598044,715,1,1,1,0
15694829,680,1,0,1,0
15600575,802,2,1,0,0
15727311,539,2,1,1,0
15570769,494,1,1,1,0
15606274,594,2,1,1,0
15746139,596,1,0,0,0
15704987,649,1,1,0,0
15628972,699,3,1,1,1
15697686,787,2,1,1,0
15733883,604,2,0,0,0
15617482,489,1,1,0,1
15704583,651,1,1,0,1
15621083,698,2,1,1,1
15649487,578,2,1,0,1
15736760,538,1,0,0,0
15714658,696,2,1,1,0
15599081,507,1,1,1,0
15705113,685,1,0,0,0
15631159,705,2,1,1,0
15792818,499,1,1,0,0
15633531,717,1,1,1,0
15744529,510,2,1,1,0
15669656,632,1,1,1,0
15581198,668,1,1,0,1
15729054,744,1,1,1,0
15573452,663,1,1,0,0
15776733,638,2,1,0,0
15724858,688,1,1,0,1
15713144,588,1,1,0,0
15690188,631,1,1,1,1
15689425,687,2,1,0,0
15671766,599,1,1,1,0
15782806,718,2,1,0,0
15764419,730,2,1,1,0
15591915,533,1,0,1,1
15772798,711,2,1,1,0
15792008,555,2,0,1,0
15715541,850,1,1,1,0
15639277,678,1,0,0,0
15798850,576,2,1,0,0
15776348,835,1,0,0,1
15727696,592,2,1,1,0
15793813,774,1,0,1,0
15694395,620,2,0,0,0
15764195,519,1,1,1,0
15744919,734,1,1,1,0
15671655,763,2,1,1,1
15654901,733,1,1,0,0
15649136,650,2,1,1,0
15775562,538,2,1,0,0
15807481,577,1,1,1,0
15642885,792,2,1,0,0
15789109,686,1,1,1,1
15814004,589,2,0,1,0
15673619,530,1,1,0,0
15595135,778,1,1,0,0
15583681,616,2,1,1,0
15605000,550,3,1,1,1
15718071,655,2,0,1,0
15679760,721,2,0,0,0
15654574,499,2,1,0,0
15577178,511,1,1,0,1
15595324,579,3,0,0,1
15756932,696,2,1,1,0
15726358,681,2,0,0,0
15595228,815,1,0,1,1
15782530,681,1,1,0,0
15592877,641,1,1,0,0
15651983,591,1,1,1,1
15746737,565,1,1,1,0
15774179,487,2,1,1,0
15667265,729,1,1,1,0
15655123,505,3,1,0,1
15595917,580,1,0,1,0
15668385,642,1,1,1,0
15709476,850,2,1,0,0
15711218,616,2,1,0,0
15798659,526,2,1,0,0
15663939,523,1,1,1,0
15694946,663,2,1,1,0
15631912,840,1,1,0,0
15768816,570,2,1,0,0
15682268,676,1,0,0,1
15684801,689,3,1,0,1
15636428,703,1,1,0,1
15809823,491,1,0,0,0
15699284,584,1,1,0,0
15786993,810,2,0,1,0
15709441,745,1,1,1,0
15710257,625,1,0,1,0
15582492,535,1,1,0,0
15575694,729,2,1,0,0
15756820,655,1,0,1,0
15766289,751,2,1,0,0
15593014,525,1,0,1,0
15584545,532,2,0,1,0
15675949,696,2,1,1,0
15672091,786,2,0,0,0
15801658,580,1,0,1,0
15706185,596,2,1,1,0
15789863,683,2,1,0,0
15720943,747,1,1,0,1
15697997,602,1,0,1,1
15665416,779,1,0,1,0
15660200,551,2,1,1,0
15619653,666,1,1,0,1
15773447,526,1,1,0,0
15739160,849,1,1,0,0
15689237,471,2,1,0,0
15679297,628,1,1,0,0
15591433,674,2,1,0,0
15642725,797,1,0,1,0
15701962,590,2,1,0,0
15811613,588,1,1,0,0
15741049,577,2,1,1,0
15724423,571,2,0,0,0
15574305,680,1,1,1,0
15678168,648,2,1,1,0
15697020,618,1,1,0,0
15610801,648,1,0,1,0
15745232,759,2,1,1,0
15722758,585,2,0,0,0
15792102,774,1,0,0,0
15675185,697,2,1,1,0
15801247,605,2,1,0,0
15725660,676,1,0,0,0
15638963,678,1,1,1,0
15800061,495,3,1,0,1
15578006,787,2,1,1,0
15668504,770,1,1,1,0
15687491,817,1,0,0,1
15610403,659,2,1,0,0
15741094,693,2,1,1,0
15807909,744,2,1,0,0
15666141,829,2,1,1,0
15617134,716,2,1,0,0
15783029,671,2,1,1,0
15622833,835,2,0,0,0
15746422,636,1,1,0,0
15750839,649,1,1,1,0
15749130,621,1,1,1,0
15779862,658,1,0,1,1
15767871,784,2,1,1,0
15679651,783,1,1,0,0
15576219,615,2,1,1,0
15699247,791,2,1,1,1
15619087,762,1,1,1,0
15605327,607,2,1,1,0
15610140,601,2,1,0,0
15791174,540,1,0,1,0
15602373,812,2,1,0,0
15762605,685,1,1,1,0
15598840,680,1,1,0,0
15744279,680,2,1,1,0
15670619,631,2,0,0,0
15599533,569,2,1,1,0
15757837,584,2,1,1,0
15697574,582,3,1,1,0
15578738,609,1,1,1,0
15762228,506,2,1,0,0
15614827,503,1,1,1,0
15789815,503,2,1,0,0
15579781,806,1,1,0,0
15587013,653,1,1,1,0
15570932,666,2,1,1,1
15794661,674,2,1,0,0
15581654,798,2,0,1,0
15644296,740,1,1,0,0
15614420,531,2,1,1,0
15609653,614,1,1,0,1
15594577,556,2,1,1,0
15584114,678,2,1,1,0
15673367,587,1,1,0,0
15685576,527,2,1,1,0
15774727,757,2,0,0,0
15694288,468,2,1,0,0
15603319,693,1,0,0,0
15759066,483,1,1,0,1
15814816,466,1,1,0,1
15724402,770,2,1,0,0
15571059,734,1,1,0,1
15674206,716,2,1,1,0
15715160,439,2,1,1,0
15730448,538,1,1,1,0
15662067,743,1,1,0,0
15779581,734,2,0,1,1
15662901,656,2,0,1,0
15689751,666,1,0,0,0
15667742,627,1,0,1,0
15738448,480,2,0,0,0
15680243,792,1,1,0,0
15745083,613,1,0,0,1
15708228,476,1,1,0,0
15628523,539,2,1,1,0
15708196,696,1,1,1,0
15735549,810,2,1,1,0
15809347,763,1,1,0,0
15660866,640,2,1,0,0
15766609,655,2,1,0,0
15654230,526,1,1,0,0
15794566,678,2,1,1,1
15800890,554,2,1,1,0
15697424,597,1,1,1,1
15724536,560,2,1,1,0
15735878,850,1,0,0,1
15707596,546,2,1,1,1
15657163,623,2,1,0,0
15622478,698,3,1,0,1
15779529,620,2,1,1,0
15636023,619,1,1,1,1
15582066,561,1,1,1,0
15666675,753,1,1,1,0
15732987,721,1,0,0,0
15789432,451,2,1,0,0
15663161,680,1,0,0,1
15694879,590,2,1,0,0
15593715,634,1,1,0,0
15575002,676,1,1,0,0
15622171,642,2,1,0,0
15795224,760,1,1,0,1
15685346,736,1,1,1,0
15691808,656,1,1,0,0
15721007,776,1,0,0,1
15794253,832,2,0,1,0
15694453,631,2,1,1,0
15813113,795,1,1,0,1
15614187,648,2,0,1,0
15619407,615,1,1,1,0
15646227,682,1,1,0,0
15660541,694,1,1,0,0
15753874,694,1,0,1,0
15617877,607,2,1,1,0
15772073,664,1,1,0,1
15701537,756,1,1,1,1
15736228,645,1,1,1,0
15780572,653,2,1,0,0
15769596,710,2,0,0,1
15586996,697,2,0,1,0
15722061,619,2,1,0,0
15638003,648,1,0,1,0
15775590,482,1,0,0,1
15730688,548,2,1,1,1
15753102,752,1,1,0,0
15810075,648,2,1,1,1
15723373,643,1,1,0,0
15795298,573,2,0,1,0
15584320,686,1,0,0,0
15724161,644,4,1,0,1
15750056,702,1,1,1,0
15609637,652,2,0,1,0
15794493,641,2,1,1,0
15569641,692,1,1,0,1
15815236,574,2,0,0,0
15811177,643,1,1,0,0
15680587,834,1,1,0,0
15672821,591,2,1,1,0
15767681,470,2,0,1,0
15600379,608,1,0,1,0
15801336,649,1,1,1,1
15721592,665,2,1,0,0
15581282,651,1,1,0,0
15746203,555,1,0,1,1
15583137,637,2,1,1,1
15680752,675,1,1,1,1
15688172,677,2,1,0,0
15791373,850,1,0,0,1
15589449,815,3,1,1,1
15692819,665,1,0,0,0
15727467,485,2,1,0,0
15734312,577,2,1,1,0
15764604,586,3,1,0,1
15613014,722,2,1,0,0
15759684,528,2,0,1,0
15609669,542,2,1,1,0
15685536,552,2,1,1,0
15750447,678,1,1,0,1
15663249,575,1,1,0,0
15638646,669,1,1,1,0
15734161,636,2,1,0,0
15631070,667,1,1,1,1
15761950,652,1,1,1,1
15649668,637,2,1,1,0
15713912,516,1,0,1,0
15586757,801,1,1,1,0
15596522,692,2,1,0,0
15625395,585,1,1,1,0
15760570,590,2,1,0,0
15566689,554,2,1,1,0
15725794,659,1,1,0,1
15673539,690,1,1,0,0
15705298,697,1,0,0,0
15675791,610,2,1,0,0
15747043,599,2,0,0,0
15736397,544,1,1,0,0
15678201,548,1,1,1,1
15720745,635,1,1,1,0
15637593,722,2,1,0,0
15598070,564,1,1,0,0
15787550,719,2,1,1,0
15603942,547,3,0,1,1
15733973,850,1,1,0,1
15596761,515,1,1,0,1
15652400,667,1,0,1,0
15717893,607,1,1,0,0
15622585,525,1,1,1,0
15733964,606,1,1,1,0
15753861,686,2,0,0,0
15747097,611,1,1,1,1
15594762,827,1,1,1,0
15667417,572,1,1,0,0
15684861,726,2,0,0,0
15742204,579,1,0,1,0
15623502,598,1,1,1,0
15774872,663,2,1,0,0
15611191,505,2,1,1,0
15674331,576,2,0,0,0
15619465,555,2,0,1,0
15575247,524,2,1,0,0
15695679,776,1,0,0,0
15713463,645,1,1,0,1
15785170,850,1,0,0,0
15796351,603,2,1,1,0
15639576,691,1,1,0,0
15693264,583,2,1,1,0
15589715,584,1,1,0,1
15769902,679,2,1,1,0
15587177,646,1,1,0,0
15814553,559,2,1,1,0
15601550,595,1,1,1,0
15664907,527,1,1,0,1
15612465,684,2,1,1,0
15810800,673,1,1,1,0
15665760,802,2,0,1,0
15588080,675,1,1,0,1
15776844,762,2,1,0,0
15717560,580,1,1,0,1
15629739,621,1,1,1,0
15729908,411,1,0,0,0
15716781,815,1,0,1,0
15646936,631,2,1,1,0
15768151,514,1,0,1,1
15579212,638,1,1,0,1
15721835,791,1,1,0,0
15800515,516,1,1,0,0
15591279,734,1,0,1,0
15587419,611,2,0,1,1
15750335,850,3,1,0,1
15699619,641,1,1,0,0
15606472,585,1,1,1,0
15778368,552,1,1,0,1
15671387,507,2,0,0,0
15573926,735,2,0,0,0
15709183,707,1,1,1,0
15577514,698,1,1,1,0
15778830,841,2,1,0,0
15768072,688,1,0,0,1
15768293,614,2,1,1,0
15654456,511,1,0,0,1
15807525,447,2,1,0,1
15574372,738,2,1,0,0
15671249,422,2,1,0,0
15779744,537,1,1,1,0
15624755,707,1,1,0,0
15611430,690,1,1,0,1
15774744,664,2,1,0,0
15629885,850,1,1,0,0
15708791,584,1,0,0,0
15793890,728,1,1,1,1
15646091,560,2,1,0,1
15596984,629,1,1,1,1
15800215,658,2,0,1,0
15577806,794,1,1,1,0
15749381,790,1,1,0,0
15683758,640,1,1,0,0
15670615,652,2,1,0,0
15715622,583,1,0,1,1
15707634,775,2,1,1,0
15806901,584,1,1,1,0
15775335,635,2,1,0,0
15724150,814,1,1,1,0
15627220,735,1,0,0,1
15672330,678,2,0,1,0
15668521,693,2,1,1,0
15807837,640,1,1,1,0
15592570,773,2,1,0,0
15748589,736,2,1,0,0
15635893,693,2,1,1,0
15757632,496,2,1,0,0
15691863,751,2,1,1,0
15706071,528,1,0,1,1
15654296,754,1,1,0,0
15755018,568,2,1,0,0
15594041,592,1,1,0,0
15670587,558,2,1,0,0
15724527,825,2,1,1,0
15801904,677,2,1,0,1
15658195,653,1,1,1,0
15630113,593,1,1,1,0
15784320,632,1,1,1,1
15676513,601,1,1,0,0
15574072,786,1,1,1,0
15633854,654,2,1,0,0
15618566,572,2,1,1,0
15733014,813,2,0,1,0
15753343,523,1,1,1,0
15746076,506,2,1,0,0
15608226,513,1,1,1,0
15605684,664,1,1,0,0
15638988,684,2,1,1,0
15628767,608,2,1,1,1
15737977,527,2,0,1,0
15758116,666,1,1,0,1
15575119,779,2,1,1,1
15625126,629,2,1,1,0
15567114,430,1,0,0,0
15672242,712,1,0,1,0
15681327,682,2,1,1,0
15802585,634,1,1,1,0
15740630,487,2,1,0,0
